value_domain_id,value,domain_qname,member_qname,linkrole
Serial_Lot_Type,serial,gen:vdSerialLotType,gen:vdSerialLotTypeSerial,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdSerialLotType
Tax_Type,VAT,gen:vdTaxType,gen:vdTaxTypeVAT,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdTaxType
UNCL1001_Invoice_CreditNote_Type,102,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN102,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,218,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN218,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,219,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN219,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,326,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN326,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,331,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN331,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,380,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN380,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,381,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN381,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,382,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN382,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,383,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN383,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,384,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN384,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,386,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN386,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,388,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN388,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,389,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN389,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,393,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN393,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,395,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN395,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,396,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN396,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,532,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN532,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,553,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN553,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,575,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN575,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,623,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN623,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,71,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN71,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,780,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN780,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,80,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN80,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,81,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN81,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,817,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN817,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,82,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN82,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,83,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN83,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,84,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN84,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,870,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN870,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,875,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN875,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,876,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN876,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
UNCL1001_Invoice_CreditNote_Type,877,gen:vdN1001InvoiceCreditNoteType,gen:vdN1001InvoiceCreditNoteTypeN877,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdN1001InvoiceCreditNoteType
XBRL_Allocation,beginning_balance,gen:vdAllocation,gen:vdAllocationBeginningBalance,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdAllocation
XBRL_Allocation,ending_balance,gen:vdAllocation,gen:vdAllocationEndingBalance,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdAllocation
XBRL_Allocation,period_change,gen:vdAllocation,gen:vdAllocationPeriodChange,https://www.xbrl.or.jp/taxonomy/xbrl-gl-next/experimental/2026-12-31/role/value-domain/vdAllocation
